名字,tier,entity_type,业界/学界/其他,组织,研究方向,简介,tier_reason,Twitter,活跃情况,备注,source_authority,last_tweet_at,avg_interval_days,arxiv_author_query,openalex_url,scholar_url,github_url,personal_url,arxiv_homepage_url,affiliation_regex,orcid,关联信号,论文链接
Kevin Hou,P2,person,业界,Windsurf AI,,,,https://x.com/kevinhou22,,,employee,,,"au:""Kevin Hou""",,,https://github.com/khou22,https://khou22.com/,https://arxiv.org/search/?searchtype=author&query=Kevin+Hou&start=0,,,"x:2056770681359290648,x:2057978124210516227,x:2057697160809078973,x:2057680701374582790,x:2058772017244217665,x:2058772017244217665,x:2061880709418213776","https://x.com/kevinhou22/status/2058772017244217665
https://x.com/kevinhou22/status/2058772017244217665
https://x.com/kevinhou22/status/2056770681359290648
https://x.com/kevinhou22/status/2057697160809078973
https://x.com/kevinhou22/status/2057978124210516227
https://x.com/kevinhou22/status/2057680701374582790
https://x.com/kevinhou22/status/2061880709418213776"
Wolfram Ravenwolf,P2,person,业界,Ella Mind AI,,,,https://x.com/WolframRvnwlf,,,employee,,,"au:""Wolfram Ravenwolf""",,,,https://wolfbench.ai,https://arxiv.org/search/?searchtype=author&query=Wolfram+Ravenwolf&start=0,,,"x:2048898904737956045,x:2054566224441627130,x:2054944875335106995,x:2056744652481401121,x:2057086112833712238,x:2056799381735576034,x:2057481933370601803,x:2057280219656941624,x:2057481933370601803,x:2057280219656941624,x:2057843164069716403,x:2057954031775936607,x:2057880141288595457,x:2057814701401145421,x:2057648507461181829,x:2058911839761707045,x:2058911488371245497,x:2058952914937221302,x:2058911839761707045,x:2058911488371245497,x:2059273991500570892,x:2060153945004065067,x:2060185923946475556,x:2060869995261780049,x:2060827452197265548,x:2060823038501736560,x:2061046339417305561,x:2060869995261780049,x:2061046339417305561,x:2061480426611290122,x:2061585442009456923,x:2061482784854565167,x:2061482477361721526,x:2061480894758637695,x:2061480713631793503,x:2061942350029402551,x:2061944588223369402,x:2062555084387766307,x:2062812726833897660","https://x.com/WolframRvnwlf/status/2048898904737956045
https://x.com/WolframRvnwlf/status/2054935474230239412
https://x.com/WolframRvnwlf/status/2054944875335106995
https://x.com/WolframRvnwlf/status/2054889414652813581
https://x.com/WolframRvnwlf/status/2054566224441627130
https://x.com/WolframRvnwlf/status/2056744652481401121
https://x.com/WolframRvnwlf/status/2058911839761707045
https://x.com/WolframRvnwlf/status/2058911488371245497
https://x.com/WolframRvnwlf/status/2058952914937221302
https://x.com/WolframRvnwlf/status/2058911839761707045
https://x.com/WolframRvnwlf/status/2058911488371245497
https://x.com/WolframRvnwlf/status/2059273991500570892
https://x.com/WolframRvnwlf/status/2060153945004065067
https://x.com/WolframRvnwlf/status/2057086112833712238
https://x.com/WolframRvnwlf/status/2056799381735576034
https://x.com/WolframRvnwlf/status/2057280219656941624
https://x.com/WolframRvnwlf/status/2057481933370601803
https://x.com/WolframRvnwlf/status/2057280219656941624
https://x.com/WolframRvnwlf/status/2057481933370601803
https://x.com/WolframRvnwlf/status/2057843164069716403
https://x.com/WolframRvnwlf/status/2057954031775936607
https://x.com/WolframRvnwlf/status/2057648507461181829
https://x.com/WolframRvnwlf/status/2057880141288595457
https://x.com/WolframRvnwlf/status/2057814701401145421
https://x.com/WolframRvnwlf/status/2060185923946475556
https://x.com/WolframRvnwlf/status/2060823038501736560
https://x.com/WolframRvnwlf/status/2060827452197265548
https://x.com/WolframRvnwlf/status/2060869995261780049
https://x.com/WolframRvnwlf/status/2062555084387766307
https://x.com/WolframRvnwlf/status/2062812726833897660
https://x.com/WolframRvnwlf/status/2061046339417305561
https://x.com/WolframRvnwlf/status/2060869995261780049
https://x.com/WolframRvnwlf/status/2061046339417305561
https://x.com/WolframRvnwlf/status/2061480713631793503
https://x.com/WolframRvnwlf/status/2061482784854565167
https://x.com/WolframRvnwlf/status/2061585442009456923
https://x.com/WolframRvnwlf/status/2061480426611290122
https://x.com/WolframRvnwlf/status/2061480894758637695
https://x.com/WolframRvnwlf/status/2061482477361721526
https://x.com/WolframRvnwlf/status/2061942350029402551
https://x.com/WolframRvnwlf/status/2061944588223369402"
Michael Truell,P2,person,业界,Cursor AI,,,,https://x.com/mntruell,,,employee,,,"au:""Michael Truell""",,,https://github.com/truell20,http://mntruell.com/,https://arxiv.org/search/?searchtype=author&query=Michael+Truell&start=0,,,"x:2056418797473640681,x:2056940715201220906,x:2056780569380626686,x:2057490314143932846,x:2057490314143932846,x:2062955210897801520","https://x.com/mntruell/status/2056418797473640681
https://x.com/mntruell/status/2056940715201220906
https://x.com/mntruell/status/2056780569380626686
https://x.com/mntruell/status/2057490314143932846
https://x.com/mntruell/status/2057490314143932846
https://x.com/mntruell/status/2062955210897801520"
Molson Hart,P2,person,业界,Viahart,,,,https://x.com/Molson_Hart,,,employee,,,"au:""Molson Hart""",,,,https://www.molsonhart.com,https://arxiv.org/search/?searchtype=author&query=Molson+Hart&start=0,,,"x:2048911671939510556,x:2048574321044709777,x:2054531010763931673,x:2054517361437548912,x:2054363737562497256,x:2054353821019889804,x:2054885086898835637,x:2057101126626144339,x:2057079617387925504,x:2057077650985021562,x:2056959483960824102,x:2056903462731010457,x:2057469018022539310,x:2057462117855580536,x:2057459619400933676,x:2057457023655325759,x:2057379412845490244,x:2057312767405957459,x:2057469018022539310,x:2057462117855580536,x:2057459619400933676,x:2057457023655325759,x:2057379412845490244,x:2057312767405957459,x:2057787075810955383,x:2057778637836062929,x:2057775417277493564,x:2058163086331351043,x:2058159949054955827,x:2058127441155997892,x:2058046585590988948,x:2058342119157399801,x:2058336869403054251,x:2058334732514132152,x:2058163086331351043,x:2058159949054955827,x:2058127441155997892,x:2058046585590988948,x:2058515823451598867,x:2058431482067316960,x:2058418482665156916,x:2058363245715702093,x:2058360960365236307,x:2058342119157399801,x:2058336869403054251,x:2058334732514132152,x:2058515823451598867,x:2058431482067316960,x:2058418482665156916,x:2058363245715702093,x:2058360960365236307,x:2058890766836249053,x:2059071821140672847,x:2059069953442283878,x:2059070011512435188,x:2058890766836249053,x:2059430882910609552,x:2059431184262897847,x:2059268148495614026,x:2059268550406336908,x:2059164216221962645,x:2059077087290634304,x:2059594953748017543,x:2059528971038151045,x:2059493093007888587,x:2059442179341508992,x:2059439770158420397,x:2059430882910609552,x:2059431184262897847,x:2059957756447367585,x:2059955415211966590,x:2059953416890384866,x:2059812958323319090,x:2059808089868767634,x:2060425595876790773,x:2060246628037181545,x:2060401364019401153,x:2060402974397256166,x:2060278629440037100,x:2060721465066918258,x:2060868481218699319,x:2060721465066918258,x:2061071511373439242,x:2060868481218699319,x:2061213800708149266,x:2061210081702674880,x:2061209655477510353,x:2061162320101843297,x:2061157750709670000,x:2061071511373439242,x:2061466856083300801,x:2061460851983290516,x:2061414426410967513,x:2061413095877013809,x:2061410315191902428,x:2061408293382193640,x:2061405455742566587,x:2061894781622694088,x:2061874196490166594,x:2061869390711148545,x:2062288884415774881,x:2062200987809402955,x:2062193604513198287,x:2062160712051335302,x:2062148512360317368,x:2062139531734749692,x:2062138478142300406,x:2062655307881275426,x:2062639813115666479,x:2062621307985166707,x:2062582482739015813,x:2062548291934433392,x:2062536619047960591,x:2062527461150056462,x:2062996059581039015,x:2062910380683276777,x:2062883657631547640,x:2062884031402770853,x:2062879928811446500,x:2062729686615007648,x:2063417595211202904,x:2063370008806502599,x:2063363632784880018,x:2063346391481766156,x:2063327995356721213,x:2063318414450663522,x:2063272251685036137,x:2063078273190642141,x:2063073628304839023,x:2063064198264021472,x:2063056901718548726,x:2064392376559247749","https://x.com/Molson_Hart/status/2048709243449339924
https://x.com/Molson_Hart/status/2048911671939510556
https://x.com/Molson_Hart/status/2048574332805513376
https://x.com/Molson_Hart/status/2048911662997295423
https://x.com/Molson_Hart/status/2048574321044709777
https://x.com/Molson_Hart/status/2048735096375750852
https://x.com/Molson_Hart/status/2054915655149986144
https://x.com/Molson_Hart/status/2054915476380397937
https://x.com/Molson_Hart/status/2054885086898835637
https://x.com/Molson_Hart/status/2054363737562497256
https://x.com/Molson_Hart/status/2054517361437548912
https://x.com/Molson_Hart/status/2054519411785245031
https://x.com/Molson_Hart/status/2054423578746191936
https://x.com/Molson_Hart/status/2054514439064576228
https://x.com/Molson_Hart/status/2054369207895359525
https://x.com/Molson_Hart/status/2054536716338520324
https://x.com/Molson_Hart/status/2054531010763931673
https://x.com/Molson_Hart/status/2054353821019889804
https://x.com/Molson_Hart/status/2058515823451598867
https://x.com/Molson_Hart/status/2058363245715702093
https://x.com/Molson_Hart/status/2058418482665156916
https://x.com/Molson_Hart/status/2058360960365236307
https://x.com/Molson_Hart/status/2058431482067316960
https://x.com/Molson_Hart/status/2058890766836249053
https://x.com/Molson_Hart/status/2059071821140672847
https://x.com/Molson_Hart/status/2059070011512435188
https://x.com/Molson_Hart/status/2059069953442283878
https://x.com/Molson_Hart/status/2058890766836249053
https://x.com/Molson_Hart/status/2059164216221962645
https://x.com/Molson_Hart/status/2059268148495614026
https://x.com/Molson_Hart/status/2059268550406336908
https://x.com/Molson_Hart/status/2059431184262897847
https://x.com/Molson_Hart/status/2059430882910609552
https://x.com/Molson_Hart/status/2059077087290634304
https://x.com/Molson_Hart/status/2059431184262897847
https://x.com/Molson_Hart/status/2059594953748017543
https://x.com/Molson_Hart/status/2059439770158420397
https://x.com/Molson_Hart/status/2059442179341508992
https://x.com/Molson_Hart/status/2059493093007888587
https://x.com/Molson_Hart/status/2059528971038151045
https://x.com/Molson_Hart/status/2059430882910609552
https://x.com/Molson_Hart/status/2059953416890384866
https://x.com/Molson_Hart/status/2059955415211966590
https://x.com/Molson_Hart/status/2059957756447367585
https://x.com/Molson_Hart/status/2059808089868767634
https://x.com/Molson_Hart/status/2059812958323319090
https://x.com/Molson_Hart/status/2056959483960824102
https://x.com/Molson_Hart/status/2057077650985021562
https://x.com/Molson_Hart/status/2057079617387925504
https://x.com/Molson_Hart/status/2056903462731010457
https://x.com/Molson_Hart/status/2057101126626144339
https://x.com/Molson_Hart/status/2057457023655325759
https://x.com/Molson_Hart/status/2057462117855580536
https://x.com/Molson_Hart/status/2057312767405957459
https://x.com/Molson_Hart/status/2057459619400933676
https://x.com/Molson_Hart/status/2057469018022539310
https://x.com/Molson_Hart/status/2057379412845490244
https://x.com/Molson_Hart/status/2057312767405957459
https://x.com/Molson_Hart/status/2057457023655325759
https://x.com/Molson_Hart/status/2057379412845490244
https://x.com/Molson_Hart/status/2057462117855580536
https://x.com/Molson_Hart/status/2057459619400933676
https://x.com/Molson_Hart/status/2057469018022539310
https://x.com/Molson_Hart/status/2057778637836062929
https://x.com/Molson_Hart/status/2057775417277493564
https://x.com/Molson_Hart/status/2057787075810955383
https://x.com/Molson_Hart/status/2058046585590988948
https://x.com/Molson_Hart/status/2058163086331351043
https://x.com/Molson_Hart/status/2058159949054955827
https://x.com/Molson_Hart/status/2058127441155997892
https://x.com/Molson_Hart/status/2058159949054955827
https://x.com/Molson_Hart/status/2058046585590988948
https://x.com/Molson_Hart/status/2058342119157399801
https://x.com/Molson_Hart/status/2058336869403054251
https://x.com/Molson_Hart/status/2058127441155997892
https://x.com/Molson_Hart/status/2058334732514132152
https://x.com/Molson_Hart/status/2058163086331351043
https://x.com/Molson_Hart/status/2058334732514132152
https://x.com/Molson_Hart/status/2058418482665156916
https://x.com/Molson_Hart/status/2058515823451598867
https://x.com/Molson_Hart/status/2058431482067316960
https://x.com/Molson_Hart/status/2058363245715702093
https://x.com/Molson_Hart/status/2058360960365236307
https://x.com/Molson_Hart/status/2058336869403054251
https://x.com/Molson_Hart/status/2058342119157399801
https://x.com/Molson_Hart/status/2060402974397256166
https://x.com/Molson_Hart/status/2060246628037181545
https://x.com/Molson_Hart/status/2060278629440037100
https://x.com/Molson_Hart/status/2060401364019401153
https://x.com/Molson_Hart/status/2060425595876790773
https://x.com/Molson_Hart/status/2060721465066918258
https://x.com/Molson_Hart/status/2060721465066918258
https://x.com/Molson_Hart/status/2060868481218699319
https://x.com/Molson_Hart/status/2062655307881275426
https://x.com/Molson_Hart/status/2062527461150056462
https://x.com/Molson_Hart/status/2062639813115666479
https://x.com/Molson_Hart/status/2062548291934433392
https://x.com/Molson_Hart/status/2062582482739015813
https://x.com/Molson_Hart/status/2062536619047960591
https://x.com/Molson_Hart/status/2062621307985166707
https://x.com/Molson_Hart/status/2062729686615007648
https://x.com/Molson_Hart/status/2062996059581039015
https://x.com/Molson_Hart/status/2062884031402770853
https://x.com/Molson_Hart/status/2062879928811446500
https://x.com/Molson_Hart/status/2062910380683276777
https://x.com/Molson_Hart/status/2062883657631547640
https://x.com/Molson_Hart/status/2063370008806502599
https://x.com/Molson_Hart/status/2063272251685036137
https://x.com/Molson_Hart/status/2063073628304839023
https://x.com/Molson_Hart/status/2063056901718548726
https://x.com/Molson_Hart/status/2063064198264021472
https://x.com/Molson_Hart/status/2063078273190642141
https://x.com/Molson_Hart/status/2063346391481766156
https://x.com/Molson_Hart/status/2063363632784880018
https://x.com/Molson_Hart/status/2063327995356721213
https://x.com/Molson_Hart/status/2063318414450663522
https://x.com/Molson_Hart/status/2063417595211202904
https://x.com/Molson_Hart/status/2061071511373439242
https://x.com/Molson_Hart/status/2060868481218699319
https://x.com/Molson_Hart/status/2061157750709670000
https://x.com/Molson_Hart/status/2061209655477510353
https://x.com/Molson_Hart/status/2061210081702674880
https://x.com/Molson_Hart/status/2061162320101843297
https://x.com/Molson_Hart/status/2061071511373439242
https://x.com/Molson_Hart/status/2061213800708149266
https://x.com/Molson_Hart/status/2061413095877013809
https://x.com/Molson_Hart/status/2061460851983290516
https://x.com/Molson_Hart/status/2061414426410967513
https://x.com/Molson_Hart/status/2061408293382193640
https://x.com/Molson_Hart/status/2061410315191902428
https://x.com/Molson_Hart/status/2061405455742566587
https://x.com/Molson_Hart/status/2061466856083300801
https://x.com/Molson_Hart/status/2061869390711148545
https://x.com/Molson_Hart/status/2061894781622694088
https://x.com/Molson_Hart/status/2061874196490166594
https://x.com/Molson_Hart/status/2062288884415774881
https://x.com/Molson_Hart/status/2062193604513198287
https://x.com/Molson_Hart/status/2062148512360317368
https://x.com/Molson_Hart/status/2062139531734749692
https://x.com/Molson_Hart/status/2062138478142300406
https://x.com/Molson_Hart/status/2062200987809402955
https://x.com/Molson_Hart/status/2062160712051335302
https://x.com/Molson_Hart/status/2064392376559247749"
dex,P2,person,业界,HumanLayer,,,,https://x.com/dexhorthy,,,employee,,,"au:""dex""",,,,,https://arxiv.org/search/?searchtype=author&query=dex&start=0,,,"x:2048793278074749333,x:2054580894787408371,x:2054942973054661095,x:2054943158459597077,x:2056749855486407035,x:2056745016387871229,x:2056731033475936486,x:2056588476490170429,x:2056506551318478857,x:2057112526790578284,x:2057103041212604861,x:2056874398712475890,x:2057095597065388161,x:2056894044283019334,x:2056821506664235427,x:2056786408027943413,x:2057503963021451434,x:2057966456219030005,x:2057835073207156921,x:2057633086666621060,x:2057637602363322427,x:2058034019154178494,x:2058572521444888814,x:2058352255326445918,x:2058581753711964292,x:2058572521444888814,x:2058352255326445918,x:2059001082920243569,x:2058970894421373185,x:2058965385261756792,x:2059322814801354897,x:2059095023451521317,x:2059322814801354897,x:2060144982372340155,x:2060132024292364457,x:2060079003864830306,x:2060042162956566642,x:2060414946274627601,x:2060503211799359872,x:2060441049273888832,x:2060396079661859200,x:2060565320730038726,x:2060555470608482399,x:2060557367176257875,x:2060503211799359872,x:2060855785178177683,x:2060872514595901885,x:2060842200137871599,x:2060761830855983454,x:2060782140703604856,x:2060565320730038726,x:2060555470608482399,x:2060557367176257875,x:2060872514595901885,x:2061459569122136256,x:2061266308763906077,x:2061273627430170749,x:2061537283103494644,x:2061880294459011155,x:2061867029595091339,x:2061859525989150766,x:2061839328427577434,x:2061839127176446425,x:2061649221833605238,x:2062602001263763762,x:2062595879324787033,x:2062950528376815932,x:2062950593036173652,x:2062943031087788462,x:2062731589407191149,x:2063079151037198424,x:2064116430455586958,x:2064116431978192896,x:2064053481233908054,x:2064053483012272323,x:2064053484270596125,x:2064045830311739554,x:2063996123031974318,x:2064399371651907601,x:2064396591406977251,x:2064397330519126485,x:2064351095632380412,x:2064344668079579364","https://x.com/dexhorthy/status/2048794847637831826
https://x.com/dexhorthy/status/2048793281958732045
https://x.com/dexhorthy/status/2048793278074749333
https://x.com/dexhorthy/status/2054929242446549366
https://x.com/dexhorthy/status/2054943158459597077
https://x.com/dexhorthy/status/2054942973054661095
https://x.com/dexhorthy/status/2054927184238977378
https://x.com/dexhorthy/status/2054945857326494120
https://x.com/dexhorthy/status/2054580894787408371
https://x.com/dexhorthy/status/2056588476490170429
https://x.com/dexhorthy/status/2056749855486407035
https://x.com/dexhorthy/status/2056731033475936486
https://x.com/dexhorthy/status/2056745016387871229
https://x.com/dexhorthy/status/2056506551318478857
https://x.com/dexhorthy/status/2058581753711964292
https://x.com/dexhorthy/status/2058572521444888814
https://x.com/dexhorthy/status/2058352255326445918
https://x.com/dexhorthy/status/2059001082920243569
https://x.com/dexhorthy/status/2058965385261756792
https://x.com/dexhorthy/status/2058970894421373185
https://x.com/dexhorthy/status/2059322814801354897
https://x.com/dexhorthy/status/2059095023451521317
https://x.com/dexhorthy/status/2059322814801354897
https://x.com/dexhorthy/status/2060144982372340155
https://x.com/dexhorthy/status/2060079003864830306
https://x.com/dexhorthy/status/2060132024292364457
https://x.com/dexhorthy/status/2060042162956566642
https://x.com/dexhorthy/status/2056874398712475890
https://x.com/dexhorthy/status/2056821506664235427
https://x.com/dexhorthy/status/2057112526790578284
https://x.com/dexhorthy/status/2057095597065388161
https://x.com/dexhorthy/status/2056786408027943413
https://x.com/dexhorthy/status/2056894044283019334
https://x.com/dexhorthy/status/2057103041212604861
https://x.com/dexhorthy/status/2057503963021451434
https://x.com/dexhorthy/status/2057835073207156921
https://x.com/dexhorthy/status/2057633086666621060
https://x.com/dexhorthy/status/2057637602363322427
https://x.com/dexhorthy/status/2057966456219030005
https://x.com/dexhorthy/status/2058034019154178494
https://x.com/dexhorthy/status/2058572521444888814
https://x.com/dexhorthy/status/2058352255326445918
https://x.com/dexhorthy/status/2060503211799359872
https://x.com/dexhorthy/status/2060414946274627601
https://x.com/dexhorthy/status/2060396079661859200
https://x.com/dexhorthy/status/2060441049273888832
https://x.com/dexhorthy/status/2060565320730038726
https://x.com/dexhorthy/status/2060557367176257875
https://x.com/dexhorthy/status/2060555470608482399
https://x.com/dexhorthy/status/2060503211799359872
https://x.com/dexhorthy/status/2060565320730038726
https://x.com/dexhorthy/status/2060557367176257875
https://x.com/dexhorthy/status/2060842200137871599
https://x.com/dexhorthy/status/2060855785178177683
https://x.com/dexhorthy/status/2060761830855983454
https://x.com/dexhorthy/status/2060872514595901885
https://x.com/dexhorthy/status/2060782140703604856
https://x.com/dexhorthy/status/2060555470608482399
https://x.com/dexhorthy/status/2062602001263763762
https://x.com/dexhorthy/status/2062595879324787033
https://x.com/dexhorthy/status/2062731589407191149
https://x.com/dexhorthy/status/2062950593036173652
https://x.com/dexhorthy/status/2062943031087788462
https://x.com/dexhorthy/status/2062950528376815932
https://x.com/dexhorthy/status/2063079151037198424
https://x.com/dexhorthy/status/2060872514595901885
https://x.com/dexhorthy/status/2061266308763906077
https://x.com/dexhorthy/status/2061459569122136256
https://x.com/dexhorthy/status/2061273627430170749
https://x.com/dexhorthy/status/2061537283103494644
https://x.com/dexhorthy/status/2061859525989150766
https://x.com/dexhorthy/status/2061839127176446425
https://x.com/dexhorthy/status/2061867029595091339
https://x.com/dexhorthy/status/2061839328427577434
https://x.com/dexhorthy/status/2061649221833605238
https://x.com/dexhorthy/status/2061880294459011155
https://x.com/dexhorthy/status/2064053484270596125
https://x.com/dexhorthy/status/2063996123031974318
https://x.com/dexhorthy/status/2064045830311739554
https://x.com/dexhorthy/status/2064053483012272323
https://x.com/dexhorthy/status/2064053481233908054
https://x.com/dexhorthy/status/2064116430455586958
https://x.com/dexhorthy/status/2064116431978192896
https://x.com/dexhorthy/status/2064344668079579364
https://x.com/dexhorthy/status/2064396591406977251
https://x.com/dexhorthy/status/2064351095632380412
https://x.com/dexhorthy/status/2064397330519126485
https://x.com/dexhorthy/status/2064399371651907601"
Bespoke Labs,P2,person,业界,Bespoke Labs,,,,https://x.com/bespokelabsai,,,employee,,,,,,,http://bespokelabs.ai,,,,,
Jason Zhou,P2,person,业界,Relevance AI,,,,https://x.com/jasonzhou1993,,,employee,,,"au:""Jason Zhou""",,,,,https://arxiv.org/search/?searchtype=author&query=Jason+Zhou&start=0,,,"x:2048556770474500256,x:2054395625618505960,x:2058027879032840221,x:2058014605088342300,x:2059819763082334696,x:2060285624356327455,x:2060286464920031553,x:2060286467000381639,x:2060717381308281314,x:2060717381308281314,x:2062399665547653438,x:2062871174015746222,x:2062871176406544858,x:2063214311959617970","https://x.com/jasonzhou1993/status/2048556770474500256
https://x.com/jasonzhou1993/status/2054395625618505960
https://x.com/jasonzhou1993/status/2059819763082334696
https://x.com/jasonzhou1993/status/2058027879032840221
https://x.com/jasonzhou1993/status/2058014605088342300
https://x.com/jasonzhou1993/status/2060286467000381639
https://x.com/jasonzhou1993/status/2060285624356327455
https://x.com/jasonzhou1993/status/2060286464920031553
https://x.com/jasonzhou1993/status/2060717381308281314
https://x.com/jasonzhou1993/status/2060717381308281314
https://x.com/jasonzhou1993/status/2062399665547653438
https://x.com/jasonzhou1993/status/2062871176406544858
https://x.com/jasonzhou1993/status/2062871174015746222
https://x.com/jasonzhou1993/status/2063214311959617970"
Geordie Rose,P2,person,业界,Sanctuary AI,,,,https://x.com/realgeordierose,,,employee,,,"au:""Geordie Rose""",,,,,https://arxiv.org/search/?searchtype=author&query=Geordie+Rose&start=0,,,,
Misha Laskin,P2,person,业界,Reflection AI,,,,https://x.com/MishaLaskin,,,employee,,,"au:""Misha Laskin""",,,,https://www.reflection.ai/,https://arxiv.org/search/?searchtype=author&query=Misha+Laskin&start=0,,,,
Balaji,P2,person,业界,Network State,,,,https://x.com/balajis,,,employee,,,"au:""Balaji""",,,,https://ns.com,https://arxiv.org/search/?searchtype=author&query=Balaji&start=0,,,"x:2056739619384054210,x:2056677657715286132,x:2057512329928171970,x:2057895170444845079,x:2058490052024451081,x:2058490052024451081,x:2058833172775969189,x:2058727659727946148,x:2058729676458373140,x:2058729676458373140,x:2059160696664039791,x:2059163535595245727,x:2059164792221474889,x:2059531058841067596","https://x.com/balajis/status/2056739619384054210
https://x.com/balajis/status/2056677657715286132
https://x.com/balajis/status/2058490052024451081
https://x.com/balajis/status/2058729676458373140
https://x.com/balajis/status/2058727659727946148
https://x.com/balajis/status/2058833172775969189
https://x.com/balajis/status/2058729676458373140
https://x.com/balajis/status/2059163535595245727
https://x.com/balajis/status/2059160696664039791
https://x.com/balajis/status/2059164792221474889
https://x.com/balajis/status/2059531058841067596
https://x.com/balajis/status/2057512329928171970
https://x.com/balajis/status/2057895170444845079
https://x.com/balajis/status/2058490052024451081"
Sriram Krishnan,P2,person,业界,Twitter,,,,https://x.com/sriramk,,,employee,,,"au:""Sriram Krishnan""",,,,http://sriramk.com,https://arxiv.org/search/?searchtype=author&query=Sriram+Krishnan&start=0,,,"x:2048824255702262135,arxiv:2605.15133v1,x:2056582780562071625,x:2057122481933087083,x:2056937900705529935,x:2057881274530824520,x:2058188777290391980,x:2058188777290391980,x:2059279005019263350,x:2059241644256280961,x:2059586487419584770,x:2062248700886327549,x:2062184733413650920,x:2062184735057780832,x:2062488225294188829,x:2062389256635773234,x:2063301081099034660,x:2063302213926105273,x:2063316133512724680","https://x.com/sriramk/status/2048824255702262135
http://arxiv.org/abs/2605.15133v1
https://x.com/sriramk/status/2056582780562071625
https://x.com/sriramk/status/2059279005019263350
https://x.com/sriramk/status/2059241644256280961
https://x.com/sriramk/status/2059586487419584770
https://x.com/sriramk/status/2057122481933087083
https://x.com/sriramk/status/2056937900705529935
https://x.com/sriramk/status/2057881274530824520
https://x.com/sriramk/status/2058188777290391980
https://x.com/sriramk/status/2058188777290391980
https://x.com/sriramk/status/2062488225294188829
https://x.com/sriramk/status/2062389256635773234
https://x.com/sriramk/status/2063301081099034660
https://x.com/sriramk/status/2063302213926105273
https://x.com/TechCrunch/status/2063316133512724680
https://x.com/sriramk/status/2062248700886327549
https://x.com/sriramk/status/2062184733413650920
https://x.com/sriramk/status/2062184735057780832"
Brendan Falk,P2,person,业界,Amazon,,,,https://x.com/BrendanFalk,,,employee,,,"au:""Brendan Falk""",,,,http://hercules.app,https://arxiv.org/search/?searchtype=author&query=Brendan+Falk&start=0,,,"x:2054453104289210851,x:2054453102867349586,x:2056819155882717203,x:2057970604469547415,x:2057970715723464911,x:2058634771773731174,x:2061947789035352574,x:2061667502405583052,x:2062348569445875917,x:2062348709393011006,x:2063809149478298109,x:2064210035832733901","https://x.com/BrendanFalk/status/2054453102867349586
https://x.com/BrendanFalk/status/2054453104289210851
https://x.com/BrendanFalk/status/2058634771773731174
https://x.com/BrendanFalk/status/2056819155882717203
https://x.com/BrendanFalk/status/2057970604469547415
https://x.com/BrendanFalk/status/2057970715723464911
https://x.com/BrendanFalk/status/2062348569445875917
https://x.com/BrendanFalk/status/2062348709393011006
https://x.com/BrendanFalk/status/2061667502405583052
https://x.com/BrendanFalk/status/2061947789035352574
https://x.com/BrendanFalk/status/2063809149478298109
https://x.com/BrendanFalk/status/2064210035832733901"
Ashish Vaswani,P2,person,业界,Essential AI,,,,https://x.com/ashVaswani,,,employee,,,"au:""Ashish Vaswani""",,,,,https://arxiv.org/search/?searchtype=author&query=Ashish+Vaswani&start=0,,,"arxiv:2605.28975,arxiv:2605.28975","https://arxiv.org/abs/2605.28975
https://arxiv.org/abs/2605.28975"
